line_id,timestamp,process_id,level,component,block_id,message,parse_status,Label
548,2008-11-09T20:35:32,198,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.97,parsed,Anomaly
549,2008-11-09T20:35:32,199,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.91.159,parsed,Anomaly
550,2008-11-09T20:35:32,201,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.70.211,parsed,Anomaly
551,2008-11-09T20:35:32,202,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.38.214,parsed,Anomaly
552,2008-11-09T20:35:32,203,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.39.192,parsed,Anomaly
553,2008-11-09T20:35:32,204,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.68,parsed,Anomaly
701,2008-11-09T20:35:33,190,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.202.209,parsed,Anomaly
702,2008-11-09T20:35:33,191,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.90.81,parsed,Anomaly
703,2008-11-09T20:35:33,192,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.70.112,parsed,Anomaly
704,2008-11-09T20:35:33,193,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.109.209,parsed,Anomaly
705,2008-11-09T20:35:33,194,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.35.1,parsed,Anomaly
706,2008-11-09T20:35:33,195,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.91.229,parsed,Anomaly
707,2008-11-09T20:35:33,195,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.14.143,parsed,Anomaly
708,2008-11-09T20:35:33,196,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.123.195,parsed,Anomaly
709,2008-11-09T20:35:33,197,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.11.53,parsed,Anomaly
710,2008-11-09T20:35:33,199,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.11.194,parsed,Anomaly
712,2008-11-09T20:35:33,205,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.10.223,parsed,Anomaly
713,2008-11-09T20:35:33,206,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.39.64,parsed,Anomaly
714,2008-11-09T20:35:33,207,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.105.189,parsed,Anomaly
715,2008-11-09T20:35:33,208,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.10.144,parsed,Anomaly
716,2008-11-09T20:35:33,209,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.110.196,parsed,Anomaly
717,2008-11-09T20:35:33,210,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.37.240,parsed,Anomaly
907,2008-11-09T20:35:34,196,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.70.37,parsed,Anomaly
909,2008-11-09T20:35:34,199,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.199.245,parsed,Anomaly
910,2008-11-09T20:35:34,200,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.39.209,parsed,Anomaly
912,2008-11-09T20:35:34,201,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.13.188,parsed,Anomaly
913,2008-11-09T20:35:34,202,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.110.8,parsed,Anomaly
914,2008-11-09T20:35:34,212,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.91.15,parsed,Anomaly
915,2008-11-09T20:35:34,213,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.7.32,parsed,Anomaly
916,2008-11-09T20:35:34,214,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.90.64,parsed,Anomaly
917,2008-11-09T20:35:34,215,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.7.146,parsed,Anomaly
1121,2008-11-09T20:35:35,202,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.199.19,parsed,Anomaly
1123,2008-11-09T20:35:35,204,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.71.240,parsed,Anomaly
1124,2008-11-09T20:35:35,205,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.71.193,parsed,Anomaly
1125,2008-11-09T20:35:35,206,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.91.84,parsed,Anomaly
1126,2008-11-09T20:35:35,206,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.199.159,parsed,Anomaly
1127,2008-11-09T20:35:35,207,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.121.224,parsed,Anomaly
1128,2008-11-09T20:35:35,207,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.15.198,parsed,Anomaly
1130,2008-11-09T20:35:35,209,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.106.50,parsed,Anomaly
1131,2008-11-09T20:35:35,209,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.6.191,parsed,Anomaly
1132,2008-11-09T20:35:35,210,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.38.197,parsed,Anomaly
1133,2008-11-09T20:35:35,211,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.15.240,parsed,Anomaly
1134,2008-11-09T20:35:35,211,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.126.22,parsed,Anomaly
1135,2008-11-09T20:35:35,212,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.39.160,parsed,Anomaly
1136,2008-11-09T20:35:35,213,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.10.213,parsed,Anomaly
1137,2008-11-09T20:35:35,214,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.106.214,parsed,Anomaly
1138,2008-11-09T20:35:35,215,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.91.32,parsed,Anomaly
1139,2008-11-09T20:35:35,216,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.38.53,parsed,Anomaly
1141,2008-11-09T20:35:35,218,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.26.8,parsed,Anomaly
1142,2008-11-09T20:35:35,219,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.26.177,parsed,Anomaly
1143,2008-11-09T20:35:35,220,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.10.176,parsed,Anomaly
1144,2008-11-09T20:35:35,221,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.194.102,parsed,Anomaly
1145,2008-11-09T20:35:35,223,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.5.161,parsed,Anomaly
1146,2008-11-09T20:35:35,224,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.7.96,parsed,Anomaly
1147,2008-11-09T20:35:35,226,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.13.240,parsed,Anomaly
1268,2008-11-09T20:35:36,212,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.197.161,parsed,Anomaly
1269,2008-11-09T20:35:36,213,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.199.150,parsed,Anomaly
1270,2008-11-09T20:35:36,222,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.198.196,parsed,Anomaly
1592,2008-11-09T20:35:39,221,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.6.4,parsed,Anomaly
1593,2008-11-09T20:35:39,222,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.15.101,parsed,Anomaly
1594,2008-11-09T20:35:39,223,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.15.67,parsed,Anomaly
1595,2008-11-09T20:35:39,224,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.5.237,parsed,Anomaly
1596,2008-11-09T20:35:39,225,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.25.237,parsed,Anomaly
1597,2008-11-09T20:35:39,226,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.6.223,parsed,Anomaly
1598,2008-11-09T20:35:39,227,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.29.239,parsed,Anomaly
1599,2008-11-09T20:35:39,228,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.203.80,parsed,Anomaly
1600,2008-11-09T20:35:39,229,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.199.86,parsed,Anomaly
1734,2008-11-09T20:35:40,231,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.203.179,parsed,Anomaly
1735,2008-11-09T20:35:40,232,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.127.47,parsed,Anomaly
1832,2008-11-09T20:35:41,233,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.7.230,parsed,Anomaly
1961,2008-11-09T20:35:44,234,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.6.214,parsed,Anomaly
1962,2008-11-09T20:35:44,235,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.198.33,parsed,Anomaly
1984,2008-11-09T20:35:45,237,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.14.38,parsed,Anomaly
3868,2008-11-09T20:36:16,250,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.202.134,parsed,Anomaly
472847,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0002_repetition_blindspot,BLOCK* NameSystem.delete: blk_-3544583377289625738 is added to invalidSet of 10.250.11.100:50010,parsed,Anomaly
472848,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0002_repetition_blindspot,BLOCK* NameSystem.delete: blk_-3544583377289625738 is added to invalidSet of 10.251.197.226:50010,parsed,Anomaly
472849,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0002_repetition_blindspot,BLOCK* NameSystem.delete: blk_-3544583377289625738 is added to invalidSet of 10.251.39.179:50010,parsed,Anomaly
473195,2008-11-09T21:38:11,19,INFO,dfs.FSDataset,blk_TEST0002_repetition_blindspot,Deleting block blk_-3544583377289625738 file /mnt/hadoop/dfs/data/current/blk_-3544583377289625738,parsed,Anomaly
473196,2008-11-09T21:38:11,19,INFO,dfs.FSDataset,blk_TEST0002_repetition_blindspot,Deleting block blk_-3544583377289625738 file /mnt/hadoop/dfs/data/current/blk_-3544583377289625738,parsed,Anomaly
478511,2008-11-09T21:38:35,19,INFO,dfs.FSDataset,blk_TEST0002_repetition_blindspot,Deleting block blk_-3544583377289625738 file /mnt/hadoop/dfs/data/current/blk_-3544583377289625738,parsed,Anomaly
479971,2008-11-09T21:38:38,19,WARN,dfs.FSDataset,blk_TEST0002_repetition_blindspot,Unexpected error trying to delete block blk_-3544583377289625738. BlockInfo not found in volumeMap.,parsed,Anomaly
90004,not-a-real-timestamp,999,INFO,dfs.DataNode,blk_TEST0007_bad_timestamp,Receiving block blk_TEST0007_bad_timestamp src: /10.0.0.1:1000 dest: /10.0.0.1:1001,parsed,Normal
457,2008-11-09T20:35:32,147,INFO,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,Receiving block blk_7956543127401791181 src: /10.251.203.246:34121 dest: /10.251.203.246:50010,parsed,Anomaly
458,2008-11-09T20:35:32,147,INFO,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,Receiving block blk_7956543127401791181 src: /10.251.203.246:51209 dest: /10.251.203.246:50010,parsed,Anomaly
590,2008-11-09T20:35:32,35,INFO,dfs.FSNamesystem,blk_TEST0004_borderline_anomaly,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000017_0/part-00017. blk_7956543127401791181,parsed,Anomaly
891,2008-11-09T20:35:34,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,Receiving block blk_7956543127401791181 src: /10.251.195.70:54371 dest: /10.251.195.70:50010,parsed,Anomaly
4790,2008-11-09T20:36:23,152,INFO,dfs.DataNode$PacketResponder,blk_TEST0004_borderline_anomaly,Received block blk_7956543127401791181 of size 67108864 from /10.251.203.246,parsed,Anomaly
4853,2008-11-09T20:36:23,170,INFO,dfs.DataNode$PacketResponder,blk_TEST0004_borderline_anomaly,PacketResponder 0 for block blk_7956543127401791181 terminating,parsed,Anomaly
4854,2008-11-09T20:36:23,170,INFO,dfs.DataNode$PacketResponder,blk_TEST0004_borderline_anomaly,Received block blk_7956543127401791181 of size 67108864 from /10.251.195.70,parsed,Anomaly
4913,2008-11-09T20:36:23,29,INFO,dfs.FSNamesystem,blk_TEST0004_borderline_anomaly,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to blk_7956543127401791181 size 67108864,parsed,Anomaly
4936,2008-11-09T20:36:23,33,INFO,dfs.FSNamesystem,blk_TEST0004_borderline_anomaly,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to blk_7956543127401791181 size 67108864,parsed,Anomaly
4946,2008-11-09T20:36:24,151,INFO,dfs.DataNode$PacketResponder,blk_TEST0004_borderline_anomaly,PacketResponder 2 for block blk_7956543127401791181 terminating,parsed,Anomaly
4948,2008-11-09T20:36:24,151,INFO,dfs.DataNode$PacketResponder,blk_TEST0004_borderline_anomaly,Received block blk_7956543127401791181 of size 67108864 from /10.251.203.246,parsed,Anomaly
4952,2008-11-09T20:36:24,152,INFO,dfs.DataNode$PacketResponder,blk_TEST0004_borderline_anomaly,PacketResponder 1 for block blk_7956543127401791181 terminating,parsed,Anomaly
5074,2008-11-09T20:36:24,30,INFO,dfs.FSNamesystem,blk_TEST0004_borderline_anomaly,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.246:50010 is added to blk_7956543127401791181 size 67108864,parsed,Anomaly
56849,2008-11-09T20:43:19,13,INFO,dfs.DataBlockScanner,blk_TEST0004_borderline_anomaly,Verification succeeded for blk_7956543127401791181,parsed,Anomaly
109659,2008-11-09T20:49:53,13,INFO,dfs.DataBlockScanner,blk_TEST0004_borderline_anomaly,Verification succeeded for blk_7956543127401791181,parsed,Anomaly
110437,2008-11-09T20:49:59,13,INFO,dfs.DataBlockScanner,blk_TEST0004_borderline_anomaly,Verification succeeded for blk_7956543127401791181,parsed,Anomaly
485458,2008-11-09T21:39:49,2631,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.195.70:50010:Got exception while serving blk_7956543127401791181 to /10.251.195.70:,parsed,Anomaly
488652,2008-11-09T21:40:46,2659,INFO,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.195.70:50010 Served block blk_7956543127401791181 to /10.251.195.70,parsed,Anomaly
489631,2008-11-09T21:41:28,2669,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.195.70:50010:Got exception while serving blk_7956543127401791181 to /10.251.195.70:,parsed,Anomaly
489648,2008-11-09T21:41:29,2600,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.203.246:50010:Got exception while serving blk_7956543127401791181 to /10.251.199.150:,parsed,Anomaly
489662,2008-11-09T21:41:29,2667,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.111.209:50010:Got exception while serving blk_7956543127401791181 to /10.251.123.20:,parsed,Anomaly
489771,2008-11-09T21:41:31,2668,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.111.209:50010:Got exception while serving blk_7956543127401791181 to /10.251.203.80:,parsed,Anomaly
489873,2008-11-09T21:41:33,2602,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.203.246:50010:Got exception while serving blk_7956543127401791181 to /10.251.38.214:,parsed,Anomaly
489900,2008-11-09T21:41:33,2670,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.111.209:50010:Got exception while serving blk_7956543127401791181 to /10.250.11.194:,parsed,Anomaly
490136,2008-11-09T21:41:38,2676,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.111.209:50010:Got exception while serving blk_7956543127401791181 to /10.251.109.209:,parsed,Anomaly
490150,2008-11-09T21:41:39,2610,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.203.246:50010:Got exception while serving blk_7956543127401791181 to /10.251.203.246:,parsed,Anomaly
490169,2008-11-09T21:41:39,2678,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.111.209:50010:Got exception while serving blk_7956543127401791181 to /10.250.5.237:,parsed,Anomaly
490627,2008-11-09T21:41:53,2619,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.203.246:50010:Got exception while serving blk_7956543127401791181 to /10.250.14.38:,parsed,Anomaly
490727,2008-11-09T21:41:55,2621,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.203.246:50010:Got exception while serving blk_7956543127401791181 to /10.251.203.246:,parsed,Anomaly
491133,2008-11-09T21:42:03,2689,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.111.209:50010:Got exception while serving blk_7956543127401791181 to /10.251.203.80:,parsed,Anomaly
491313,2008-11-09T21:42:08,2692,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.111.209:50010:Got exception while serving blk_7956543127401791181 to /10.251.193.224:,parsed,Anomaly
491422,2008-11-09T21:42:11,2634,WARN,dfs.DataNode$DataXceiver,blk_TEST0004_borderline_anomaly,10.251.203.246:50010:Got exception while serving blk_7956543127401791181 to /10.251.199.159:,parsed,Anomaly
2039446,2008-11-10T10:30:53,30,INFO,dfs.FSNamesystem,blk_TEST0004_borderline_anomaly,BLOCK* NameSystem.delete: blk_7956543127401791181 is added to invalidSet of 10.251.111.209:50010,parsed,Anomaly
2039447,2008-11-10T10:30:53,30,INFO,dfs.FSNamesystem,blk_TEST0004_borderline_anomaly,BLOCK* NameSystem.delete: blk_7956543127401791181 is added to invalidSet of 10.251.195.70:50010,parsed,Anomaly
2039448,2008-11-10T10:30:53,30,INFO,dfs.FSNamesystem,blk_TEST0004_borderline_anomaly,BLOCK* NameSystem.delete: blk_7956543127401791181 is added to invalidSet of 10.251.203.246:50010,parsed,Anomaly
2171038,2008-11-10T10:31:32,19,INFO,dfs.FSDataset,blk_TEST0004_borderline_anomaly,Deleting block blk_7956543127401791181 file /mnt/hadoop/dfs/data/current/blk_7956543127401791181,parsed,Anomaly
2509952,2008-11-10T10:37:24,19,INFO,dfs.FSDataset,blk_TEST0004_borderline_anomaly,Deleting block blk_7956543127401791181 file /mnt/hadoop/dfs/data/current/blk_7956543127401791181,parsed,Anomaly
2516960,2008-11-10T10:37:30,19,WARN,dfs.FSDataset,blk_TEST0004_borderline_anomaly,Unexpected error trying to delete block blk_7956543127401791181. BlockInfo not found in volumeMap.,parsed,Anomaly
2551009,2008-11-10T10:38:12,19,INFO,dfs.FSDataset,blk_TEST0004_borderline_anomaly,Deleting block blk_7956543127401791181 file /mnt/hadoop/dfs/data/current/blk_7956543127401791181,parsed,Anomaly
90001,2026-08-14T12:00:00,999,ERROR,dfs.CustomModule$NeverSeenBefore,blk_TEST0005_unmapped_message,This is a completely novel log message format the model has never encountered before with unique vocabulary xyzzy_unknown_pattern_9999,parsed,Unknown
